index,dataset,model,dropout,optim,lr,lr_scheduler,init,transform,noise_type,np,ns,folds,done,epochs,valid,test_acc,train_loss,validation_loss
06f048f992c,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,default,sym,np=0.2,ns=0.2,3,False,100,False,,,
0b8e0624800,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,intermediate,sym,np=0.2,ns=0.2,3,False,100,False,,,
3c6d057f3bf,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,default,sym,np=0.2,ns=0.6,3,False,100,False,,,
376da5ffd67,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,intermediate,sym,np=0.2,ns=0.6,3,False,100,False,,,
c24baba5085,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,default,sym,np=0.2,ns=0.6,3,False,100,False,,,
1a453db6404,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,intermediate,sym,np=0.2,ns=0.6,3,False,100,False,,,
d1ee7fd0eb8,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,default,sym,np=0.3,ns=0.2,3,False,100,False,,,
dd1489d6611,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,intermediate,sym,np=0.3,ns=0.2,3,False,100,False,,,
a5f49e5d71b,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,default,sym,np=0.3,ns=0.2,3,False,100,False,,,
f86961d1430,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,intermediate,sym,np=0.3,ns=0.2,3,False,100,False,,,
81a785b3b3c,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,default,sym,np=0.3,ns=0.6,3,False,100,False,,,
df24d41b2b8,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,intermediate,sym,np=0.3,ns=0.6,3,False,100,False,,,
0d58c241974,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,default,sym,np=0.3,ns=0.6,3,False,100,False,,,
4f7006496ea,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,intermediate,sym,np=0.3,ns=0.6,3,False,100,False,,,
06c9571409a,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,default,sym,np=0.4,ns=0.2,3,False,100,False,,,
630428c1b23,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,intermediate,sym,np=0.4,ns=0.2,3,False,100,False,,,
39b4dcbe016,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,default,sym,np=0.4,ns=0.2,3,False,100,False,,,
785511c6e13,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,intermediate,sym,np=0.4,ns=0.2,3,False,100,False,,,
b491dc2682a,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,default,sym,np=0.4,ns=0.6,3,False,100,False,,,
132cabbd546,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,intermediate,sym,np=0.4,ns=0.6,3,False,100,False,,,
35d6909f834,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,default,sym,np=0.4,ns=0.6,3,False,100,False,,,
bd2c1242979,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,intermediate,sym,np=0.4,ns=0.6,3,False,100,False,,,
218f579781b,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,default,sym,np=0.5,ns=0.2,3,False,100,False,,,
e9d0990ef3f,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,intermediate,sym,np=0.5,ns=0.2,3,False,100,False,,,
131d6bac828,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,default,sym,np=0.5,ns=0.2,3,False,100,False,,,
0412f72f8ac,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,intermediate,sym,np=0.5,ns=0.2,3,False,100,False,,,
3cd79c1ed6a,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,default,sym,np=0.5,ns=0.6,3,False,100,False,,,
7ff8eed3cca,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,intermediate,sym,np=0.5,ns=0.6,3,False,100,False,,,
d8c5c985044,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,default,sym,np=0.5,ns=0.6,3,False,100,False,,,
e3c0f668021,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,intermediate,sym,np=0.5,ns=0.6,3,False,100,False,,,
f5347508317,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,default,asym,np=0.1,ns=0.2,3,False,100,False,,,
05fe3aeb5d7,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,intermediate,asym,np=0.1,ns=0.2,3,False,100,False,,,
762c1f3b29f,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,default,asym,np=0.1,ns=0.2,3,False,100,False,,,
fee9a71f582,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,intermediate,asym,np=0.1,ns=0.2,3,False,100,False,,,
a8c2a801704,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,default,asym,np=0.1,ns=0.6,3,False,100,False,,,
8ac659d6f5e,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,intermediate,asym,np=0.1,ns=0.6,3,False,100,False,,,
c667de2e5f3,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,default,asym,np=0.1,ns=0.6,3,False,100,False,,,
5bed26e215b,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,intermediate,asym,np=0.1,ns=0.6,3,False,100,False,,,
240e32918b6,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,default,asym,np=0.2,ns=0.2,3,False,100,False,,,
b142474efcb,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,intermediate,asym,np=0.2,ns=0.2,3,False,100,False,,,
3b21b2abe1c,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,default,asym,np=0.2,ns=0.2,3,False,100,False,,,
21dd41de894,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,intermediate,asym,np=0.2,ns=0.2,3,False,100,False,,,
46f17f89981,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,default,asym,np=0.2,ns=0.6,3,False,100,False,,,
c78fecdc9c7,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,intermediate,asym,np=0.2,ns=0.6,3,False,100,False,,,
250463a0b09,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,default,asym,np=0.2,ns=0.6,3,False,100,False,,,
8b13f2800bc,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,intermediate,asym,np=0.2,ns=0.6,3,False,100,False,,,
53358da026e,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,default,asym,np=0.3,ns=0.2,3,False,100,False,,,
b37bf9d3063,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,intermediate,asym,np=0.3,ns=0.2,3,False,100,False,,,
68e6a77de4c,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,default,asym,np=0.3,ns=0.2,3,False,100,False,,,
8e9da4b2a18,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,intermediate,asym,np=0.3,ns=0.2,3,False,100,False,,,
512f890e77e,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,default,asym,np=0.3,ns=0.6,3,False,100,False,,,
d04b77f9670,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,intermediate,asym,np=0.3,ns=0.6,3,False,100,False,,,
f9c5eaef710,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,default,asym,np=0.3,ns=0.6,3,False,100,False,,,
f542c516ad2,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,intermediate,asym,np=0.3,ns=0.6,3,False,100,False,,,
8eb81a45beb,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,default,asym,np=0.4,ns=0.2,3,False,100,False,,,
f6bb9ad30e6,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,intermediate,asym,np=0.4,ns=0.2,3,False,100,False,,,
1a27f607b3a,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,default,asym,np=0.4,ns=0.2,3,False,100,False,,,
fbfd0b70800,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,intermediate,asym,np=0.4,ns=0.2,3,False,100,False,,,
51d56db0b32,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,default,asym,np=0.4,ns=0.6,3,False,100,False,,,
7959ff4fd87,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,intermediate,asym,np=0.4,ns=0.6,3,False,100,False,,,
1c6763849c4,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,default,asym,np=0.4,ns=0.6,3,False,100,False,,,
5ec225eb745,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,intermediate,asym,np=0.4,ns=0.6,3,False,100,False,,,
d701885347a,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,default,asym,np=0.5,ns=0.2,3,False,100,False,,,
08d87997e5e,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,intermediate,asym,np=0.5,ns=0.2,3,False,100,False,,,
3e842a92e92,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,default,asym,np=0.5,ns=0.2,3,False,100,False,,,
3b4e6dc199e,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,intermediate,asym,np=0.5,ns=0.2,3,False,100,False,,,
e433b577afe,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,default,asym,np=0.5,ns=0.6,3,False,100,False,,,
b19b6224de4,cifar100,resnet18,drp=0,sgd,lr=0.1,none,kaiming_normal,intermediate,asym,np=0.5,ns=0.6,3,False,100,False,,,
87dd3e59ebf,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,default,asym,np=0.5,ns=0.6,3,False,100,False,,,
43ed61636f4,cifar100,resnet18,drp=0.3,sgd,lr=0.1,none,kaiming_normal,intermediate,asym,np=0.5,ns=0.6,3,False,100,False,,,
3200fa043bd,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,default,idn,np=0.1,ns=undefined,3,False,100,False,,,
dc45ddebf6c,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,intermediate,idn,np=0.1,ns=undefined,3,False,100,False,,,
a62e7b9c78d,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,default,idn,np=0.1,ns=undefined,3,False,100,False,,,
c4f260c949a,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,intermediate,idn,np=0.1,ns=undefined,3,False,100,False,,,
33dcbb4f0b2,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,default,idn,np=0.2,ns=undefined,3,False,100,False,,,
f95f0c9e949,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,intermediate,idn,np=0.2,ns=undefined,3,False,100,False,,,
575deacb679,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,default,idn,np=0.2,ns=undefined,3,False,100,False,,,
252ee072862,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,intermediate,idn,np=0.2,ns=undefined,3,False,100,False,,,
715045123a4,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,default,idn,np=0.3,ns=undefined,3,False,100,False,,,
9a0496f8c4e,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,intermediate,idn,np=0.3,ns=undefined,3,False,100,False,,,
0f44d58cef4,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,default,idn,np=0.3,ns=undefined,3,False,100,False,,,
e4da115b1fe,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,intermediate,idn,np=0.3,ns=undefined,3,False,100,False,,,
a51e52ac027,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,default,idn,np=0.4,ns=undefined,3,False,100,False,,,
d6547fef7ea,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,intermediate,idn,np=0.4,ns=undefined,3,False,100,False,,,
cdd620d8984,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,default,idn,np=0.4,ns=undefined,3,False,100,False,,,
675e39761c3,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,intermediate,idn,np=0.4,ns=undefined,3,False,100,False,,,
c68c0465f7b,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,default,idn,np=0.5,ns=undefined,3,False,100,False,,,
96502f24e92,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,intermediate,idn,np=0.5,ns=undefined,3,False,100,False,,,
47d72e56ea6,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,default,idn,np=0.5,ns=undefined,3,False,100,False,,,
a466e24df33,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,intermediate,idn,np=0.5,ns=undefined,3,False,100,False,,,
0dcacd99e97,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,default,sym,np=0.1,ns=0.2,3,False,100,False,,,
e9824a47cf0,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,intermediate,sym,np=0.1,ns=0.2,3,False,100,False,,,
15e1eaedb6e,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,default,sym,np=0.1,ns=0.2,3,False,100,False,,,
f092f7381bd,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,intermediate,sym,np=0.1,ns=0.2,3,False,100,False,,,
af753b4c81f,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,default,sym,np=0.1,ns=0.6,3,False,100,False,,,
830f2e74f16,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,intermediate,sym,np=0.1,ns=0.6,3,False,100,False,,,
69b83154336,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,default,sym,np=0.1,ns=0.6,3,False,100,False,,,
98d7f19b42f,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,intermediate,sym,np=0.1,ns=0.6,3,False,100,False,,,
e5cd8f97cfd,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,default,sym,np=0.2,ns=0.2,3,False,100,False,,,
cfba440a242,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,intermediate,sym,np=0.2,ns=0.2,3,False,100,False,,,
96faf3f002f,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,default,sym,np=0.2,ns=0.2,3,False,100,False,,,
eeae46cb356,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,intermediate,sym,np=0.2,ns=0.2,3,False,100,False,,,
e32a2d4e448,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,default,sym,np=0.2,ns=0.6,3,False,100,False,,,
932ac8075b1,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,intermediate,sym,np=0.2,ns=0.6,3,False,100,False,,,
8127c38215d,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,default,sym,np=0.2,ns=0.6,3,False,100,False,,,
cba9eb75222,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,intermediate,sym,np=0.2,ns=0.6,3,False,100,False,,,
d3c0bc50427,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,default,sym,np=0.3,ns=0.2,3,False,100,False,,,
bd0e45704aa,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,intermediate,sym,np=0.3,ns=0.2,3,False,100,False,,,
af20c9093f4,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,default,sym,np=0.3,ns=0.2,3,False,100,False,,,
0aa866355f5,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,intermediate,sym,np=0.3,ns=0.2,3,False,100,False,,,
db49439c286,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,default,sym,np=0.3,ns=0.6,3,False,100,False,,,
5fcfebb66e5,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,intermediate,sym,np=0.3,ns=0.6,3,False,100,False,,,
c86b881e325,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,default,sym,np=0.3,ns=0.6,3,False,100,False,,,
14695f0413e,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,intermediate,sym,np=0.3,ns=0.6,3,False,100,False,,,
9dcf7d19019,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,default,sym,np=0.4,ns=0.2,3,False,100,False,,,
81c3f338c69,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,intermediate,sym,np=0.4,ns=0.2,3,False,100,False,,,
9d1fd772131,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,default,sym,np=0.4,ns=0.2,3,False,100,False,,,
d4c0659c6dd,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,intermediate,sym,np=0.4,ns=0.2,3,False,100,False,,,
997c362aa31,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,default,sym,np=0.4,ns=0.6,3,False,100,False,,,
2d6f849563d,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,intermediate,sym,np=0.4,ns=0.6,3,False,100,False,,,
549f04393ae,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,default,sym,np=0.4,ns=0.6,3,False,100,False,,,
81a981485a9,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,intermediate,sym,np=0.4,ns=0.6,3,False,100,False,,,
6ecc3760a06,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,default,sym,np=0.5,ns=0.2,3,False,100,False,,,
a916e880603,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,intermediate,sym,np=0.5,ns=0.2,3,False,100,False,,,
4effc6fbf51,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,default,sym,np=0.5,ns=0.2,3,False,100,False,,,
822b41a025f,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,intermediate,sym,np=0.5,ns=0.2,3,False,100,False,,,
8593a8eabe7,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,default,sym,np=0.5,ns=0.6,3,False,100,False,,,
aa5cc3ec7fc,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,intermediate,sym,np=0.5,ns=0.6,3,False,100,False,,,
84dc95e342c,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,default,sym,np=0.5,ns=0.6,3,False,100,False,,,
f807d48cffb,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,intermediate,sym,np=0.5,ns=0.6,3,False,100,False,,,
63ea8b2341c,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,default,asym,np=0.1,ns=0.2,3,False,100,False,,,
fa12f744e8a,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,intermediate,asym,np=0.1,ns=0.2,3,False,100,False,,,
c1c90d443bc,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,default,asym,np=0.1,ns=0.2,3,False,100,False,,,
459f78fd818,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,intermediate,asym,np=0.1,ns=0.2,3,False,100,False,,,
d9526d8bdbb,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,default,asym,np=0.1,ns=0.6,3,False,100,False,,,
eb4fd33f677,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,intermediate,asym,np=0.1,ns=0.6,3,False,100,False,,,
c98920ea236,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,default,asym,np=0.1,ns=0.6,3,False,100,False,,,
de8a6b096b0,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,intermediate,asym,np=0.1,ns=0.6,3,False,100,False,,,
f2f19a7b577,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,default,asym,np=0.2,ns=0.2,3,False,100,False,,,
db383bd9a29,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,intermediate,asym,np=0.2,ns=0.2,3,False,100,False,,,
ee4e3264af2,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,default,asym,np=0.2,ns=0.2,3,False,100,False,,,
637dccbdac9,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,intermediate,asym,np=0.2,ns=0.2,3,False,100,False,,,
e4f36a71422,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,default,asym,np=0.2,ns=0.6,3,False,100,False,,,
9c5fd5edf9c,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,intermediate,asym,np=0.2,ns=0.6,3,False,100,False,,,
ed53afc6075,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,default,asym,np=0.2,ns=0.6,3,False,100,False,,,
bfee0c42e4b,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,intermediate,asym,np=0.2,ns=0.6,3,False,100,False,,,
b06cc204d3d,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,default,asym,np=0.3,ns=0.2,3,False,100,False,,,
a524d7665a4,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,intermediate,asym,np=0.3,ns=0.2,3,False,100,False,,,
14fbff34301,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,default,asym,np=0.3,ns=0.2,3,False,100,False,,,
f19c6b0e43e,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,intermediate,asym,np=0.3,ns=0.2,3,False,100,False,,,
9c1c44308f7,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,default,asym,np=0.3,ns=0.6,3,False,100,False,,,
726e9d3faa7,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,intermediate,asym,np=0.3,ns=0.6,3,False,100,False,,,
137e3fa6017,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,default,asym,np=0.3,ns=0.6,3,False,100,False,,,
ec9c1d45736,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,intermediate,asym,np=0.3,ns=0.6,3,False,100,False,,,
662e87f383f,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,default,asym,np=0.4,ns=0.2,3,False,100,False,,,
bb240aefe32,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,intermediate,asym,np=0.4,ns=0.2,3,False,100,False,,,
6a4152640be,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,default,asym,np=0.4,ns=0.2,3,False,100,False,,,
df0951ea30f,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,intermediate,asym,np=0.4,ns=0.2,3,False,100,False,,,
7b96e193059,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,default,asym,np=0.4,ns=0.6,3,False,100,False,,,
dde6eba3513,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,intermediate,asym,np=0.4,ns=0.6,3,False,100,False,,,
64055403a9c,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,default,asym,np=0.4,ns=0.6,3,False,100,False,,,
9add659a0cd,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,intermediate,asym,np=0.4,ns=0.6,3,False,100,False,,,
3f4c991fe5c,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,default,asym,np=0.5,ns=0.2,3,False,100,False,,,
6c55acd639c,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,intermediate,asym,np=0.5,ns=0.2,3,False,100,False,,,
43317845839,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,default,asym,np=0.5,ns=0.2,3,False,100,False,,,
eb05bc3c621,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,intermediate,asym,np=0.5,ns=0.2,3,False,100,False,,,
a20cfd45017,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,default,asym,np=0.5,ns=0.6,3,False,100,False,,,
8c55ee2c945,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,pretrain,intermediate,asym,np=0.5,ns=0.6,3,False,100,False,,,
e7f9e79b309,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,default,asym,np=0.5,ns=0.6,3,False,100,False,,,
057f7981aa3,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,pretrain,intermediate,asym,np=0.5,ns=0.6,3,False,100,False,,,
023e7605b7b,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,kaiming_normal,default,idn,np=0.1,ns=undefined,3,False,100,False,,,
72c517554ef,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,kaiming_normal,intermediate,idn,np=0.1,ns=undefined,3,False,100,False,,,
6c71a3d14f4,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,kaiming_normal,default,idn,np=0.1,ns=undefined,3,False,100,False,,,
fcf62d10857,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,kaiming_normal,intermediate,idn,np=0.1,ns=undefined,3,False,100,False,,,
d3cf0141a88,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,kaiming_normal,default,idn,np=0.2,ns=undefined,3,False,100,False,,,
df2794d1635,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,kaiming_normal,intermediate,idn,np=0.2,ns=undefined,3,False,100,False,,,
7641a4f2d49,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,kaiming_normal,default,idn,np=0.2,ns=undefined,3,False,100,False,,,
fadb37714c4,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,kaiming_normal,intermediate,idn,np=0.2,ns=undefined,3,False,100,False,,,
15595da0e41,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,kaiming_normal,default,idn,np=0.3,ns=undefined,3,False,100,False,,,
44a8d3f4a65,cifar100,resnet18,drp=0,sgd,lr=0.1,reduceLR,kaiming_normal,intermediate,idn,np=0.3,ns=undefined,3,False,100,False,,,
0921a131eba,cifar100,resnet18,drp=0.3,sgd,lr=0.1,reduceLR,kaiming_normal,default,idn,np=0.3,ns=undefined,3,False,100,False,,,
